N,P,K,temperature,humidity,ph,rainfall,label
115.403,83.537,24.453,16.786,66.958,5.175,49.802,Wheat
102.221,15.018,88.994,16.641,87.414,5.355,233.683,Wheat
29.419,52.368,50.75,35.374,49.277,7.72,137.365,Wheat
78.379,89.833,85.754,34.581,43.335,6.142,280.191,Wheat
25.023,62.03,83.493,18.37,88.35,6.541,145.283,Wheat
96.383,38.783,38.916,22.954,90.518,5.668,370.984,Wheat
56.899,76.206,92.897,18.369,40.32,6.464,119.309,Wheat
102.635,51.817,51.409,19.444,98.845,5.018,45.354,Wheat
149.984,48.987,22.404,17.397,41.181,6.386,218.145,Wheat
23.823,30.441,11.937,43.753,60.148,6.312,399.371,Wheat
102.924,30.807,63.779,26.704,76.038,6.238,200.84,Wheat
88.513,9.43,61.121,37.855,94.093,8.226,212.679,Wheat
134.632,84.4,14.773,18.636,80.268,4.834,323.557,Wheat
83.313,71.922,85.133,30.886,98.366,6.134,115.292,Wheat
64.361,67.835,67.008,28.235,86.171,5.225,47.445,Wheat
50.255,9.659,32.21,21.22,74.825,5.622,308.158,Wheat
119.184,35.214,81.595,37.559,81.881,7.938,247.599,Wheat
64.69,44.899,12.236,19.687,81.021,7.529,147.814,Wheat
32.937,30.174,83.702,11.857,49.378,7.665,279.123,Wheat
79.801,14.294,72.058,34.511,76.126,8.369,345.348,Wheat
109.833,8.689,28.613,32.746,32.442,5.11,149.127,Wheat
143.78,16.658,32.511,36.732,75.685,5.023,292.986,Wheat
71.167,68.507,34.921,29.902,37.344,7.757,259.03,Wheat
71.713,69.18,94.386,42.578,37.93,4.928,380.691,Wheat
6.183,66.917,52.243,18.593,54.37,5.887,192.451,Wheat
60.306,35.906,36.25,24.283,67.191,4.908,188.903,Wheat
61.364,59.746,77.178,28.686,90.551,8.281,219.887,Wheat
84.373,11.087,60.59,33.592,50.988,7.593,205.974,Wheat
123.246,46.341,56.449,36.872,69.589,8.341,347.069,Wheat
65.534,89.773,97.172,23.167,60.51,6.206,219.994,Wheat
76.351,15.613,56.716,38.309,83.995,6.161,237.492,Wheat
116.245,12.524,30.502,24.406,51.206,6.924,163.109,Wheat
137.832,89.302,92.702,12.129,86.888,4.991,260.632,Wheat
45.19,71.351,94.95,35.988,56.523,5.604,372.901,Wheat
11.833,50.617,68.455,24.555,53.713,7.35,124.421,Wheat
72.228,10.241,12.846,23.129,46.488,5.4,257.78,Wheat
135.899,77.034,23.933,36.9,95.022,7.055,183.707,Wheat
141.644,67.439,66.774,15.59,71.486,6.759,134.428,Wheat
10.917,75.51,54.12,38.553,96.153,5.244,174.893,Wheat
132.129,19.723,96.167,19.35,53.09,6.312,369.131,Wheat
50.342,22.471,40.598,28.122,78.884,7.045,35.99,Wheat
49.923,37.939,84.119,21.245,47.829,8.118,34.925,Wheat
148.54,67.009,78.113,38.709,80.774,6.154,29.182,Wheat
66.809,69.285,23.401,12.329,95.903,6.091,45.829,Wheat
143.483,38.819,62.687,13.591,34.749,7.735,254.039,Wheat
39.989,85.815,57.067,26.509,45.128,4.781,192.526,Wheat
19.771,62.339,32.328,34.192,81.742,4.922,280.627,Wheat
38.906,71.149,66.387,21.134,30.011,7.121,325.527,Wheat
77.11,78.985,57.681,29.191,46.281,5.42,125.069,Wheat
27.781,55.045,92.969,24.654,75.087,4.695,353.301,Wheat
77.571,59.974,55.951,30.801,66.015,6.21,335.811,Wheat
10.55,78.259,97.4,20.005,44.757,5.541,291.226,Wheat
142.971,72.783,33.847,11.083,40.349,5.671,201.265,Wheat
22.965,69.161,67.139,26.939,97.593,5.192,28.121,Wheat
96.721,15.492,34.955,38.462,65.039,7.223,183.285,Wheat
81.876,13.027,91.846,21.048,73.233,5.362,103.103,Wheat
24.103,74.22,15.192,41.768,66.829,8.316,212.655,Wheat
19.491,8.613,39.435,13.21,78.633,5.512,302.966,Wheat
75.183,38.752,81.588,21.472,79.173,4.86,168.199,Wheat
94.19,8.68,31.508,17.215,99.781,8.235,183.921,Wheat
95.75,6.068,45.059,38.795,91.43,6.541,57.286,Wheat
19.195,53.041,43.74,24.166,38.693,5.48,154.344,Wheat
30.07,85.321,95.745,16.837,99.573,5.033,154.077,Wheat
126.632,65.606,98.939,17.75,70.118,5.55,358.917,Wheat
79.747,45.039,91.217,12.048,73.099,5.383,293.184,Wheat
66.58,39.972,88.023,40.811,87.649,5.967,330.69,Wheat
117.348,88.684,23.964,11.469,84.006,5.546,353.965,Wheat
54.822,76.517,78.546,39.123,35.476,6.701,190.384,Wheat
123.69,23.871,60.683,34.422,80.299,5.966,141.059,Wheat
118.825,31.651,44.948,26.177,80.557,6.308,87.848,Wheat
72.728,29.189,94.051,20.296,94.163,5.042,58.458,Wheat
96.969,86.516,68.98,19.901,90.505,7.49,226.313,Wheat
80.814,75.321,62.319,27.091,33.229,8.413,201.759,Wheat
77.072,12.944,85.2,28.274,71.501,5.908,347.584,Wheat
13.347,22.368,24.874,12.802,63.36,6.058,55.482,Wheat
139.806,43.712,78.63,13.973,80.199,5.988,317.978,Wheat
83.057,85.815,65.931,20.134,60.744,5.179,128.836,Wheat
57.971,72.023,72.444,12.533,61.739,7.678,120.436,Wheat
32.824,57.813,56.404,23.872,35.651,6.044,350.717,Wheat
43.494,31.54,75.684,37.613,53.058,7.807,82.735,Wheat
139.782,75.98,75.455,31.013,57.21,7.437,217.952,Wheat
143.307,88.38,21.559,35.521,68.544,4.689,41.157,Wheat
25.282,84.803,74.93,43.211,95.953,5.552,147.263,Wheat
147.684,37.474,87.345,10.736,84.327,7.285,326.093,Wheat
96.277,63.004,43.671,36.275,62.014,6.085,173.743,Wheat
65.95,33.209,23.289,26.183,80.794,6.078,118.912,Wheat
81.159,67.286,32.318,15.731,42.46,8.293,177.676,Wheat
6.147,34.2,43.272,14.057,39.944,5.729,162.793,Wheat
5.792,85.237,70.432,11.474,45.222,4.629,105.685,Wheat
26.875,57.439,61.898,38.496,95.581,6.669,99.279,Wheat
87.245,36.489,74.037,11.454,43.982,7.94,201.166,Wheat
26.726,68.522,37.98,10.254,59.704,7.814,38.55,Wheat
140.721,73.35,98.33,18.541,48.948,8.295,252.69,Wheat
87.24,83.293,47.305,24.1,34.046,7.914,115.515,Wheat
108.006,56.488,70.201,20.897,56.725,7.64,305.183,Wheat
46.465,36.229,98.015,40.523,39.134,4.607,230.734,Wheat
87.939,55.725,55.989,24.576,73.267,7.974,181.054,Wheat
94.137,59.398,38.393,26.818,58.653,8.162,34.655,Wheat
66.972,40.725,88.463,28.789,68.522,5.358,46.878,Wheat
133.401,53.958,52.222,38.358,56.874,5.168,341.201,Wheat
59.718,82.472,55.219,38.004,87.354,7.735,359.839,Wheat
138.827,84.451,28.94,10.37,34.079,4.935,380.559,Wheat
31.163,50.232,33.421,36.49,87.706,5.019,249.305,Wheat
147.167,59.628,13.598,13.415,78.163,6.844,376.401,Wheat
147.838,86.656,92.681,26.967,75.353,5.927,169.629,Wheat
106.663,26.559,86.412,34.748,32.214,5.718,263.423,Wheat
133.081,21.343,82.281,38.082,82.073,5.821,213.353,Wheat
88.594,25.216,23.392,17.389,80.44,5.92,115.553,Wheat
90.787,9.411,89.91,29.745,35.898,6.636,170.237,Wheat
134.308,22.75,38.558,39.253,82.289,8.118,292.61,Wheat
49.389,36.725,23.93,10.193,93.926,7.908,41.312,Wheat
63.157,56.079,44.371,21.952,69.557,8.007,160.164,Wheat
117.317,63.504,46.376,12.346,31.831,7.898,60.392,Wheat
21.381,85.36,21.774,30.374,55.338,5.702,241.882,Wheat
149.991,80.671,73.72,10.844,70.816,4.737,260.149,Wheat
13.643,11.517,85.228,16.163,37.984,8.289,187.576,Wheat
133.487,26.86,57.777,38.008,76.833,6.922,236.143,Wheat
10.253,76.189,25.986,17.176,52.812,5.75,46.439,Wheat
97.514,80.959,70.266,13.672,97.729,4.509,41.432,Wheat
5.244,41.72,20.542,30.628,73.995,6.169,100.283,Wheat
23.32,77.611,98.474,29.778,84.0,8.203,351.986,Wheat
91.326,83.492,74.312,34.35,82.635,6.208,114.785,Wheat
27.931,13.863,92.609,24.268,52.32,7.009,175.383,Wheat
134.52,72.882,39.404,43.662,33.0,7.748,389.201,Wheat
108.134,60.083,37.614,22.971,79.466,7.582,275.755,Wheat
139.26,86.198,31.633,17.807,47.832,7.194,392.63,Wheat
64.968,47.79,23.348,15.652,43.658,4.825,159.83,Wheat
104.55,12.739,72.7,39.841,96.251,5.112,318.416,Wheat
25.651,33.788,59.129,30.104,91.122,7.235,305.96,Wheat
65.725,66.882,82.09,36.527,50.359,6.488,283.818,Wheat
77.03,67.634,85.9,20.853,53.017,7.237,95.372,Wheat
35.458,47.74,15.578,16.867,82.883,6.333,374.26,Wheat
117.3,53.011,95.35,17.127,57.348,7.096,353.119,Wheat
95.185,44.634,79.819,21.684,53.567,7.571,174.653,Wheat
17.033,60.893,47.564,14.121,76.635,8.339,201.126,Wheat
22.105,70.011,56.512,27.721,67.656,7.165,250.432,Wheat
129.649,27.169,43.209,26.07,67.513,7.499,139.856,Wheat
110.475,78.321,37.796,14.919,74.34,5.105,157.936,Wheat
103.14,58.822,94.297,33.57,85.482,7.129,322.498,Wheat
134.99,72.803,66.015,30.231,66.087,7.176,81.296,Wheat
78.542,35.805,71.544,19.203,83.542,7.904,384.473,Wheat
99.553,58.597,71.291,16.218,66.089,6.339,240.418,Wheat
138.591,7.78,76.546,25.821,53.156,8.092,370.815,Wheat
118.753,81.949,35.062,31.626,73.806,8.475,308.358,Wheat
85.07,9.806,66.693,34.27,91.677,5.682,47.344,Wheat
89.995,50.826,21.188,39.163,34.746,7.921,389.199,Wheat
79.986,20.122,43.193,25.02,80.082,6.368,321.031,Wheat
53.67,75.753,92.85,32.721,70.015,5.528,206.606,Wheat
111.37,6.336,93.406,44.878,85.388,8.135,109.244,Wheat
131.811,13.085,51.647,23.932,99.14,7.038,316.127,Wheat
37.626,18.19,31.601,10.214,30.704,4.95,57.593,Wheat
71.677,70.872,39.27,16.015,75.602,7.871,303.547,Wheat
61.454,48.218,54.494,41.081,68.811,8.259,280.094,Wheat
74.177,70.962,21.505,37.602,83.226,5.805,218.075,Wheat
37.343,5.608,21.519,12.996,67.662,4.976,89.693,Wheat
148.64,63.522,25.073,27.83,60.686,7.449,303.862,Wheat
9.689,24.491,95.764,35.832,75.479,7.119,278.549,Wheat
137.598,10.572,90.333,14.175,50.409,6.61,161.256,Wheat
44.631,79.301,58.158,33.906,98.71,6.58,154.634,Wheat
128.302,76.197,77.48,33.758,39.671,5.5,314.022,Wheat
107.406,25.753,48.849,19.143,73.089,7.248,398.354,Wheat
143.64,32.611,76.76,39.113,37.439,5.253,45.888,Wheat
34.359,37.22,72.44,34.089,76.487,7.716,262.513,Wheat
77.756,35.055,89.326,21.8,82.827,5.177,35.349,Wheat
90.715,40.124,35.689,19.39,41.476,6.264,352.035,Wheat
82.86,9.915,15.587,27.618,78.072,8.056,385.508,Wheat
123.194,46.042,30.787,33.271,56.468,7.525,102.217,Wheat
18.727,48.838,85.964,11.32,86.663,8.354,133.987,Wheat
137.427,66.099,79.398,36.097,56.263,4.695,151.726,Wheat
61.758,62.189,63.667,10.494,49.933,6.548,396.812,Wheat
137.823,8.346,81.944,28.97,99.932,6.866,241.709,Wheat
128.845,75.38,72.539,20.877,37.047,5.309,286.925,Wheat
127.048,16.16,93.576,19.72,68.583,6.319,108.81,Wheat
129.28,51.608,66.15,30.221,91.453,4.581,294.717,Wheat
24.558,67.2,23.819,19.196,74.854,5.349,61.611,Wheat
51.63,75.397,43.376,19.39,68.404,7.359,304.272,Wheat
115.464,56.411,86.341,35.335,64.038,6.763,181.702,Wheat
128.627,52.905,56.449,38.37,72.083,5.744,271.073,Wheat
100.691,82.042,66.623,13.684,64.07,7.242,64.096,Wheat
146.769,15.555,71.789,28.327,51.094,5.592,333.298,Wheat
48.223,89.905,42.273,24.636,35.859,7.064,335.163,Wheat
106.974,35.106,49.563,12.374,89.732,8.461,289.07,Wheat
91.483,64.42,42.268,14.491,56.663,7.469,161.89,Wheat
116.047,49.588,43.281,19.847,49.068,5.593,152.853,Wheat
46.161,25.472,67.757,37.053,85.017,6.227,225.628,Wheat
142.379,35.356,84.108,19.82,41.042,7.678,102.399,Wheat
113.945,25.363,87.604,30.8,38.28,6.795,223.507,Wheat
149.179,84.632,99.652,22.638,69.876,6.097,239.203,Wheat
49.07,18.341,34.844,37.999,54.507,8.115,38.443,Wheat
30.375,40.509,10.735,13.909,64.223,5.579,132.42,Wheat
123.693,67.5,33.972,19.995,68.575,6.266,392.38,Wheat
98.979,62.554,93.302,25.52,98.008,8.075,388.461,Wheat
130.403,88.462,19.988,35.729,33.214,5.247,61.879,Wheat
138.113,57.853,72.694,25.555,36.337,5.803,248.506,Wheat
139.767,31.673,72.07,17.837,53.225,6.302,380.476,Wheat
133.532,46.582,66.452,15.93,87.145,5.465,321.982,Wheat
12.35,88.772,88.915,14.338,35.471,7.457,351.546,Wheat
127.29,69.92,42.848,36.083,42.711,6.632,32.198,Wheat
9.647,75.636,32.004,29.606,39.799,7.206,25.631,Wheat
60.528,68.191,52.235,42.901,49.725,6.837,394.409,Wheat
23.259,49.361,50.191,40.372,62.851,7.627,176.963,Wheat
31.927,64.264,99.376,43.23,77.646,8.319,179.212,Wheat
86.885,81.302,28.414,26.601,92.493,6.977,178.18,Wheat
37.795,80.007,45.217,28.767,49.617,7.861,353.805,Wheat
29.305,30.97,78.008,13.868,95.42,4.66,100.344,Wheat
84.496,33.475,23.44,41.494,69.386,6.977,172.291,Wheat
114.468,49.944,76.41,44.32,73.006,8.051,344.412,Wheat
15.474,22.38,32.552,25.272,92.675,8.328,22.413,Wheat
143.087,40.878,29.261,34.2,47.291,7.635,109.371,Wheat
10.775,75.797,72.651,44.44,50.447,5.748,185.209,Wheat
145.25,40.744,44.795,21.254,31.307,6.316,282.374,Wheat
104.368,52.01,10.593,27.5,75.689,5.723,390.814,Wheat
102.462,47.692,24.05,27.671,96.59,7.46,359.648,Wheat
105.363,14.043,21.9,26.626,58.21,5.419,145.688,Wheat
65.604,74.302,50.998,32.333,75.963,7.597,223.566,Wheat
86.236,35.894,71.349,16.257,90.672,5.921,80.372,Wheat
147.878,49.017,21.019,42.311,99.286,6.737,50.837,Wheat
73.403,54.149,77.682,18.369,31.72,6.565,175.898,Wheat
18.366,74.847,60.405,15.358,58.076,5.278,96.416,Wheat
75.379,59.546,73.872,34.26,45.505,5.004,286.31,Wheat
47.181,27.218,18.734,38.112,37.278,5.608,81.726,Wheat
83.53,65.124,21.342,11.551,31.355,4.504,137.418,Wheat
97.892,10.194,29.41,28.831,87.922,7.642,285.154,Wheat
98.275,86.829,32.155,41.997,43.456,7.416,182.831,Wheat
106.31,39.216,24.552,31.827,49.159,6.467,77.808,Wheat
44.07,89.79,86.273,33.511,64.276,8.356,285.673,Wheat
110.079,58.591,19.848,12.65,64.098,7.33,373.952,Wheat
30.484,27.484,28.743,13.525,50.99,6.818,225.081,Wheat
135.939,49.652,87.823,20.55,84.815,6.986,168.471,Wheat
137.248,14.48,46.349,16.44,62.183,6.395,115.442,Wheat
136.205,67.544,44.225,19.248,31.174,7.932,345.826,Wheat
12.983,17.426,19.981,42.516,66.966,4.706,371.175,Wheat
33.984,74.799,25.261,22.667,33.708,5.104,27.768,Wheat
90.138,69.476,28.088,21.915,56.869,6.711,242.998,Wheat
45.273,40.321,85.084,32.952,34.376,5.85,115.022,Wheat
27.578,63.808,87.589,19.007,42.739,5.397,190.752,Wheat
88.25,8.71,61.755,10.044,38.909,5.323,24.82,Wheat
105.197,17.414,19.85,17.017,61.323,5.429,228.211,Wheat
90.238,64.637,10.127,42.92,55.271,8.33,157.818,Wheat
110.47,60.963,90.943,24.586,74.839,7.935,120.443,Wheat
13.275,87.554,58.629,41.427,60.038,7.677,273.956,Wheat
69.754,6.264,48.621,10.518,73.146,7.693,136.381,Wheat
30.232,82.416,35.695,19.032,89.0,4.57,220.975,Wheat
85.363,14.327,43.29,24.094,94.853,7.201,178.265,Wheat
69.717,5.675,86.475,17.884,94.402,8.168,31.264,Wheat
117.854,26.595,54.17,19.434,68.692,8.384,295.011,Wheat
52.67,64.079,78.151,37.392,47.296,4.798,34.612,Wheat
92.704,82.88,64.43,19.816,86.645,5.742,143.11,Wheat
68.683,47.486,57.262,34.684,61.904,7.065,191.647,Wheat
18.299,20.272,26.006,39.355,86.724,7.201,163.542,Wheat
76.761,13.882,22.945,42.385,81.766,6.476,23.701,Wheat
141.509,25.2,49.401,17.232,95.16,5.132,74.398,Wheat
88.681,45.627,88.194,13.283,47.261,6.86,286.444,Wheat
82.91,17.541,63.851,32.729,34.17,7.048,344.375,Wheat
138.568,83.018,34.957,18.796,96.152,8.487,176.52,Wheat
70.703,65.415,17.644,28.43,33.44,7.796,325.509,Wheat
6.106,27.377,85.818,12.953,93.407,8.001,44.912,Wheat
75.749,31.661,85.372,18.371,50.245,6.327,394.266,Wheat
79.449,69.58,12.806,18.709,90.028,6.469,304.321,Wheat
131.475,81.686,13.527,33.817,43.995,6.219,43.997,Wheat
131.114,59.847,12.034,42.056,34.494,8.415,90.153,Wheat
8.49,10.85,81.616,36.37,75.615,5.272,155.323,Wheat
53.306,8.484,70.892,44.796,90.459,7.48,79.989,Wheat
121.249,70.497,50.788,22.326,72.605,7.768,198.72,Wheat
103.575,39.154,72.937,34.848,70.29,6.175,287.153,Wheat
26.154,66.724,12.681,25.561,70.886,8.438,291.231,Wheat
18.708,19.085,14.406,21.489,40.329,7.89,277.681,Wheat
95.63,67.918,50.575,24.088,95.839,7.268,176.49,Wheat
129.551,45.535,21.859,14.979,67.992,8.119,276.456,Wheat
112.243,8.931,32.967,39.042,55.886,5.626,393.979,Wheat
40.335,78.018,18.517,42.774,80.223,5.775,118.369,Wheat
60.299,19.624,35.007,27.815,90.225,6.837,90.516,Wheat
137.814,6.205,87.297,43.906,32.697,4.752,73.662,Wheat
102.144,57.586,66.327,17.293,53.497,4.908,382.788,Wheat
120.552,84.778,53.532,18.098,52.533,6.481,87.384,Wheat
147.466,68.085,60.456,14.879,56.318,4.911,312.445,Wheat
33.502,34.425,10.105,31.945,86.997,5.905,162.444,Wheat
87.893,34.067,60.682,12.73,35.808,7.266,232.255,Wheat
56.72,21.882,85.669,18.996,98.835,5.958,370.664,Wheat
96.294,63.078,33.074,24.964,82.361,7.757,102.356,Wheat
70.268,78.882,32.528,24.412,68.056,8.057,346.884,Wheat
62.276,18.956,29.985,20.381,36.204,8.378,129.177,Wheat
21.258,28.993,20.44,29.528,94.664,8.402,369.554,Wheat
37.823,10.486,14.49,35.263,76.186,5.496,312.098,Wheat
47.812,49.964,32.902,31.276,75.7,6.317,252.589,Wheat
71.741,12.807,93.616,23.512,39.898,6.341,196.094,Wheat
44.488,11.533,68.929,13.367,77.314,7.989,325.954,Wheat
70.642,64.45,56.634,30.582,31.187,7.228,81.2,Wheat
103.793,57.375,81.641,13.885,74.652,5.126,143.961,Wheat
80.151,67.224,79.525,14.89,37.185,8.121,303.193,Wheat
54.414,72.919,96.621,18.279,32.14,7.456,218.949,Wheat
37.996,9.313,87.736,10.43,85.962,8.351,191.315,Wheat
66.429,65.686,27.347,29.65,83.702,5.515,164.976,Wheat
36.499,41.565,76.613,16.829,67.857,5.735,340.552,Wheat
148.183,28.194,82.335,40.362,48.032,5.352,23.689,Wheat
100.695,85.734,28.849,27.164,82.585,5.579,205.799,Wheat
16.111,17.832,82.483,28.176,98.731,5.709,70.63,Wheat
7.014,55.753,67.039,36.341,37.538,7.116,189.185,Wheat
5.668,59.822,13.223,28.181,56.476,6.125,227.432,Wheat
87.026,55.779,24.828,27.076,42.269,6.421,126.217,Wheat
13.118,12.645,90.479,36.933,30.282,7.392,55.79,Wheat
113.726,81.942,80.581,19.408,50.934,5.333,340.13,Wheat
135.736,61.458,39.463,16.379,63.815,5.964,241.92,Wheat
108.152,51.289,95.235,33.496,95.873,6.661,128.089,Wheat
12.663,11.101,81.627,37.142,79.337,6.228,345.775,Wheat
126.397,59.865,45.972,11.335,72.036,6.524,359.901,Wheat
67.496,63.594,77.209,23.055,51.359,7.92,381.338,Wheat
68.303,41.763,70.026,24.587,71.736,5.777,97.393,Wheat
59.998,59.071,97.574,14.733,65.23,7.07,140.726,Wheat
29.486,37.191,77.118,30.703,91.236,7.196,59.049,Wheat
92.851,71.526,57.041,17.308,45.315,6.779,236.966,Wheat
140.032,60.07,58.86,33.016,77.255,4.992,257.062,Wheat
89.46,41.814,85.178,13.001,92.016,7.327,77.098,Wheat
80.778,38.906,11.197,34.588,92.376,6.159,70.064,Wheat
63.779,28.377,93.531,27.504,88.377,6.707,29.914,Wheat
144.546,34.708,34.879,24.487,79.389,5.047,106.787,Wheat
22.001,68.666,19.008,28.552,35.074,7.866,191.684,Wheat
132.756,75.767,79.734,43.789,37.456,6.315,39.372,Wheat
89.264,89.847,88.3,39.95,48.17,5.952,340.717,Wheat
98.476,32.482,67.533,16.093,86.611,6.675,334.429,Wheat
131.887,6.646,30.6,23.35,32.047,4.935,24.414,Wheat
136.351,31.514,99.976,22.576,35.612,5.303,46.607,Wheat
126.06,55.259,34.48,15.364,99.706,7.13,359.515,Wheat
94.156,38.233,73.826,20.873,83.508,6.741,361.58,Wheat
99.829,71.894,92.16,38.365,91.259,6.659,53.941,Wheat
58.823,82.815,75.558,18.287,43.584,7.169,37.871,Wheat
55.139,87.634,30.729,28.594,93.376,8.194,362.549,Wheat
79.14,48.05,72.189,25.992,96.869,5.758,146.277,Wheat
116.869,43.497,61.798,13.09,82.042,7.061,231.098,Wheat
142.779,29.613,34.08,38.84,86.374,5.738,100.895,Wheat
23.118,22.167,93.47,43.365,48.09,5.624,90.017,Wheat
24.803,39.238,80.862,12.698,90.232,7.636,131.256,Wheat
128.81,39.243,47.826,29.434,60.541,7.901,77.821,Wheat
51.691,52.013,51.377,43.901,56.916,6.841,321.223,Wheat
115.757,10.816,56.696,26.457,41.711,5.679,90.423,Wheat
59.687,11.534,92.285,33.192,62.33,4.894,80.707,Wheat
134.822,87.409,22.683,11.352,60.942,5.645,95.297,Wheat
37.703,37.314,93.371,37.166,53.189,6.252,80.623,Wheat
65.934,86.981,71.575,10.391,63.515,7.097,285.599,Wheat
28.925,11.024,68.882,15.241,98.15,7.921,31.473,Wheat
97.846,71.704,34.721,33.209,38.221,8.019,99.727,Wheat
119.694,17.351,96.972,37.987,33.02,7.133,106.096,Wheat
131.949,22.814,43.054,32.083,53.06,4.612,298.346,Wheat
123.508,32.745,41.767,13.409,89.277,5.152,273.48,Wheat
47.152,34.124,17.989,15.155,60.863,7.61,118.557,Wheat
70.288,29.266,56.43,18.206,34.569,5.216,197.89,Wheat
48.255,46.711,33.94,15.595,99.056,6.219,220.35,Wheat
49.475,8.637,18.659,37.227,46.061,7.713,20.507,Wheat
72.784,82.627,45.086,21.219,69.161,5.892,309.397,Wheat
139.084,35.46,18.939,33.334,75.382,8.429,373.945,Wheat
16.655,14.116,18.045,13.791,59.602,7.452,272.093,Wheat
34.069,18.319,35.47,19.951,67.18,8.128,78.755,Wheat
63.918,32.558,42.844,21.577,30.242,4.722,214.389,Wheat
22.704,37.559,15.292,32.053,58.495,8.263,392.232,Wheat
34.494,34.044,44.458,21.861,46.704,7.373,164.796,Wheat
56.327,24.966,70.144,11.562,32.795,5.815,89.775,Wheat
68.013,86.827,89.239,31.911,47.11,6.299,104.036,Wheat
93.38,53.53,91.687,23.374,30.49,7.016,34.215,Wheat
50.664,5.931,86.682,39.427,93.134,4.535,123.111,Wheat
41.275,87.724,52.008,10.901,97.461,4.842,397.925,Wheat
60.397,12.948,97.701,36.872,36.009,6.416,46.861,Wheat
112.7,19.752,49.398,28.725,84.17,6.247,262.882,Wheat
125.993,87.931,77.742,27.399,68.728,7.053,256.399,Wheat
138.489,7.963,49.774,32.455,82.537,7.553,339.836,Wheat
51.207,7.971,77.674,11.147,69.821,8.023,62.987,Wheat
19.784,38.554,57.449,25.236,71.313,7.763,212.453,Wheat
136.873,30.43,96.658,24.867,64.628,6.365,144.296,Wheat
37.58,85.274,77.975,13.727,33.07,8.186,364.92,Wheat
125.475,24.751,58.744,20.296,74.676,7.293,187.424,Wheat
98.012,59.623,88.062,23.855,73.43,7.183,269.913,Wheat
62.069,14.663,36.036,36.645,46.232,7.039,379.506,Wheat
90.059,75.565,83.283,34.774,63.637,7.47,315.656,Wheat
124.147,42.145,73.489,11.002,52.965,7.604,134.48,Wheat
10.785,37.542,62.063,22.358,40.518,5.318,260.201,Wheat
24.122,32.468,50.75,28.617,94.747,6.476,368.605,Wheat
75.697,57.365,54.996,15.259,75.342,7.451,178.652,Wheat
54.591,54.078,74.647,39.184,82.541,5.549,297.717,Wheat
140.256,86.55,23.882,30.819,89.001,5.4,233.686,Wheat
58.441,70.825,33.667,19.207,33.373,6.091,160.344,Wheat
133.189,49.779,27.378,10.915,44.649,6.12,154.712,Wheat
7.726,36.332,70.047,12.397,80.62,5.305,357.782,Wheat
8.246,43.115,28.28,16.339,72.592,5.639,109.089,Wheat
79.11,73.909,58.816,40.432,53.864,7.524,229.786,Wheat
121.692,81.963,26.478,42.239,71.052,7.944,253.091,Wheat
138.24,87.91,31.097,20.544,51.052,8.46,47.994,Wheat
114.19,87.983,49.128,32.329,74.273,6.783,59.034,Wheat
16.019,26.418,54.278,17.317,97.143,5.889,247.627,Wheat
100.091,21.524,59.445,44.631,57.867,7.435,23.563,Wheat
107.843,76.933,10.302,40.34,86.454,5.82,240.423,Wheat
126.157,31.221,63.039,15.085,74.239,4.716,228.377,Wheat
137.462,65.336,87.523,17.502,99.81,6.632,227.143,Wheat
84.976,53.432,74.927,14.696,84.502,5.207,114.393,Wheat
68.095,40.006,50.579,10.846,37.82,5.453,370.055,Wheat
95.623,27.171,15.43,26.291,56.647,5.746,140.831,Wheat
141.574,16.95,68.644,26.493,77.029,5.452,206.946,Wheat
35.597,60.682,57.903,31.426,41.466,6.268,90.817,Wheat
102.805,87.818,81.521,28.42,70.558,5.604,252.905,Wheat
33.671,21.581,72.724,19.731,77.233,7.307,187.09,Wheat
147.442,47.026,60.616,35.045,72.975,8.195,126.391,Wheat
80.828,48.127,15.95,26.337,43.304,6.987,323.558,Wheat
141.948,56.887,30.725,25.143,68.853,4.636,302.411,Wheat
123.561,50.878,55.027,13.511,66.618,7.68,128.696,Wheat
93.087,82.269,22.465,16.882,30.63,7.13,167.097,Wheat
52.091,7.114,58.027,34.295,70.763,7.866,115.631,Wheat
104.725,84.401,38.776,36.024,78.441,6.82,55.733,Wheat
52.364,60.613,93.805,18.224,80.14,6.878,121.845,Wheat
116.016,59.623,11.628,16.053,48.997,5.63,24.545,Wheat
130.719,63.855,76.563,26.776,80.872,6.885,250.838,Wheat
21.959,79.831,92.372,12.134,57.31,6.36,154.473,Wheat
24.894,71.081,38.872,21.346,72.769,8.117,149.344,Wheat
49.549,27.169,61.573,28.3,45.279,5.281,80.652,Wheat
33.914,78.584,49.266,35.647,52.039,7.696,292.373,Wheat
96.144,74.217,80.561,44.133,34.841,6.686,323.963,Wheat
25.093,20.405,28.936,26.726,60.758,6.398,165.732,Wheat
72.15,82.758,58.856,24.126,86.928,6.619,198.155,Wheat
126.657,27.326,56.749,32.23,55.37,4.849,107.603,Wheat
96.118,39.233,54.212,16.359,95.409,5.699,373.407,Wheat
49.104,19.431,20.823,44.689,87.08,5.808,207.362,Wheat
113.633,12.257,26.084,35.667,71.151,5.17,137.886,Wheat
55.893,12.904,12.342,43.8,97.445,6.404,63.411,Wheat
120.74,14.957,52.011,39.257,66.469,6.008,46.412,Wheat
16.906,63.017,65.556,28.753,57.075,5.471,178.761,Wheat
29.669,87.649,88.18,39.34,40.63,5.228,276.203,Wheat
